scenario	replication	iteration	farm_ID	farm_name	closed	full_time	legal_type	farm_age	farm_class	management_coeff	farm_size_class	econ_size_class	ec_size_ESU	total_ha	owned_ha	used_land	revenue	lu	ruminants	granivore	overheads	maintenance	annuity	depreciation	wages_paid	rent_paid	interest_paid	coupled_subs_unmod	decoupled_subs_unmod	total_premium_mod	econ_land_rent	rent_Arable_Land	rent_Grazing_Land	total_land_Arable_Land	total_land_Grazing_Land	rented_land_Arable_Land	rented_land_Grazing_Land	new_rent_Arable_Land	new_rent_Grazing_Land	new_rented_land_Arable_Land	new_rented_land_Grazing_Land	total_assets	total_fixed_assets	land_assets	liquidity	borrowed_capital	short_term_borrowed	profit	equity_capital	change_in_equity	net_investment	labour_input	family_labour	Withdrawal	farm_net_value_added	total_hh_income	off_farm_income	labour_substitution	global_strategy	display_modulation
RentVar	0          	4          	49         	CROP-PIF2  	0          	0          	2          	6          	2          	0.88828    	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	722.981    	2080       	14758.1    	5171.18    	0          	4392.96    	8470.12    	7457.89    	0          	7212.1     	1873.39    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	352627     	191739     	166060     	7494.67    	130597     	29321.1    	51345.3    	231076     	11393.9    	-5171.18   	1216.25    	1800       	44677.8    	64208.4    	56071.7    	4726.4     	-596       	0          	2          	
RentVar	0          	4          	50         	CROP-PIF2  	0          	0          	2          	7          	2          	1.09223    	2          	5          	43.5293    	21.12      	9.24       	21.12      	96771.9    	28         	28         	0          	491.277    	1040       	7379.06    	2648.66    	0          	4392.96    	3925.91    	7457.89    	0          	7212.1     	1369.62    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	258019     	94608      	166060     	20674.4    	64371.5    	10243.8    	36497.2    	215117     	8013.3     	-2648.66   	774.164    	1800       	36789.7    	44816      	44803      	8305.86    	-298       	0          	2          	
RentVar	0          	4          	51         	CROP-PIF2  	0          	0          	2          	27         	2          	0.902985   	2          	5          	46.8248    	18.48      	9.24       	18.48      	103024     	36.96      	36.96      	0          	616.667    	2080       	14758.1    	5171.18    	0          	3384.48    	8638.07    	6525.66    	0          	6373.09    	1614.57    	382        	327        	14.52      	3.96       	6.6        	2.64       	0          	0          	0          	0          	352627     	191739     	166060     	-905.04    	130597     	32120.3    	41691.2    	222677     	8692.33    	-5171.18   	1136.12    	1800       	38374.1    	53713.8    	47066.4    	5375.2     	-596       	0          	2          	
RentVar	0          	4          	52         	CROP-PIF2  	0          	0          	2          	21         	2          	1.02013    	2          	5          	52.8959    	19.8       	9.24       	19.8       	115449     	39.6       	39.6       	0          	630.18     	2080       	14758.1    	5171.18    	0          	3961.32    	9115.73    	6991.78    	0          	6792.6     	1537.1     	382        	327        	17.16      	2.64       	9.24       	1.32       	0          	0          	0          	0          	352627     	191739     	166060     	-3644.52   	130597     	40081.4    	41960.9    	219937     	8657.91    	-5171.18   	1183.6     	1800       	38293.8    	55038      	46951.7    	4990.78    	-596       	0          	2          	
RentVar	0          	4          	53         	CROP-PIF2  	0          	0          	2          	20         	2          	0.877487   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	728.729    	2080       	14758.1    	5171.18    	0          	4392.96    	8411.01    	7457.89    	0          	7212.1     	1901.68    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	352627     	191739     	166060     	8378.4     	130597     	28336.1    	51977.5    	231960     	11583.6    	-5171.18   	1216.25    	1800       	45120.3    	64781.5    	56703.9    	4726.4     	-596       	0          	2          	
RentVar	0          	4          	54         	CROP-PIF2  	0          	0          	2          	21         	2          	1.07311    	2          	5          	43.5293    	21.12      	9.24       	21.12      	96771.9    	28         	28         	0          	499.619    	1040       	7379.06    	2648.66    	0          	4392.96    	3837.13    	7457.89    	0          	7212.1     	1412.07    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	258019     	94608      	166060     	22051.6    	64371.5    	8764.23    	37448.3    	216494     	8298.66    	-2648.66   	774.164    	1800       	37455.5    	45678.4    	45754.2    	8305.86    	-298       	0          	2          	
RentVar	0          	4          	55         	CROP-PIF2  	0          	0          	2          	29         	2          	0.863606   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	736.121    	2080       	14758.1    	5171.18    	0          	4392.96    	8334.59    	7457.89    	0          	7212.1     	1938.33    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	352627     	191739     	166060     	9523.59    	130597     	27062.4    	52796.5    	233105     	11829.3    	-5171.18   	1216.25    	1800       	45693.6    	65524.1    	57522.9    	4726.4     	-596       	0          	2          	
RentVar	0          	4          	56         	CROP-PIF2  	0          	0          	2          	10         	2          	0.871291   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	732.028    	2080       	14758.1    	5171.18    	0          	4392.96    	8378       	7457.89    	0          	7212.1     	1917.33    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	352627     	191739     	166060     	8866.58    	130597     	27785.8    	52327.2    	232448     	11688.5    	-5171.18   	1216.25    	1800       	45365.1    	65098.2    	57053.6    	4726.4     	-596       	0          	2          	
RentVar	0          	4          	57         	CROP-PIF2  	0          	0          	2          	16         	2          	1.08093    	2          	5          	41.8069    	19.8       	9.24       	19.8       	93009      	28         	28         	0          	477.41     	1040       	7379.06    	2648.66    	0          	3888.72    	3840.42    	6991.78    	0          	6792.6     	1401.36    	382        	327        	15.84      	3.96       	7.92       	2.64       	0          	0          	0          	0          	258019     	94608      	166060     	21125.2    	64371.5    	8819.05    	35743      	215568     	7820.43    	-2648.66   	760.426    	1800       	36339.7    	43472.2    	44160.1    	8417.09    	-298       	0          	2          	
RentVar	0          	4          	58         	CROP-PIF2  	0          	0          	2          	29         	2          	1.09271    	2          	5          	43.5293    	21.12      	9.24       	21.12      	96771.9    	28         	28         	0          	491.069    	1040       	7379.06    	2648.66    	0          	4392.96    	3926.8     	7457.89    	0          	7212.1     	1369.42    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	258019     	94608      	166060     	20667.9    	64371.5    	10258.7    	36492.7    	215110     	8011.96    	-2648.66   	774.164    	1800       	36786.6    	44812.4    	44798.5    	8305.86    	-298       	0          	2          	
RentVar	0          	4          	59         	CROP-PIF2  	0          	0          	2          	13         	2          	0.969638   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	679.657    	2080       	14758.1    	5171.18    	0          	4392.96    	8912.64    	7457.89    	0          	7212.1     	1662.07    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	352627     	191739     	166060     	895.634    	130597     	36696.6    	46623.1    	224477     	9977.25    	-5171.18   	1216.25    	1800       	41372.3    	59928.7    	51349.5    	4726.4     	-596       	0          	2          	
RentVar	0          	4          	60         	CROP-PIF2  	0          	0          	2          	24         	2          	0.971863   	2          	5          	50.6694    	19.8       	9.24       	19.8       	111312     	39.6       	39.6       	0          	631.796    	2080       	14758.1    	5171.18    	0          	3888.72    	8820.18    	6991.78    	0          	6792.6     	1554.42    	382        	327        	15.84      	3.96       	7.92       	2.64       	0          	0          	0          	0          	352627     	191739     	166060     	-425.569   	130597     	35155.5    	42468.8    	223156     	8828.29    	-5171.18   	1176.19    	1800       	38691.3    	55177.7    	47519.6    	5050.8     	-596       	0          	2          	
RentVar	0          	4          	61         	CROP-PIF2  	0          	0          	2          	25         	2          	1.01201    	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	657.094    	2080       	14758.1    	5171.18    	0          	4392.96    	9143.31    	7457.89    	0          	7212.1     	1551.89    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	352627     	191739     	166060     	-2545.29   	130597     	40541      	44160.9    	221036     	9238.59    	-5171.18   	1216.25    	1800       	39648.7    	57697.2    	48887.3    	4726.4     	-596       	0          	2          	
RentVar	0          	4          	62         	CROP-PIF2  	0          	0          	2          	6          	2          	0.84025    	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	748.558    	2080       	14758.1    	5171.18    	0          	4392.96    	8208.8     	7457.89    	0          	7212.1     	1998.19    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	352627     	191739     	166060     	11391.9    	130597     	24965.8    	54134.1    	234973     	12230.6    	-5171.18   	1216.25    	1800       	46630      	66735.9    	58860.5    	4726.4     	-596       	0          	2          	
RentVar	0          	4          	63         	CROP-PIF3  	0          	1          	2          	27         	2          	0.959476   	3          	6          	141.72     	52.8       	21.12      	52.8       	308146     	105.6      	105.6      	0          	1909.43    	6960       	37414      	14259.4    	15231.1    	11884      	25490.7    	18644.7    	0          	17280.3    	2001.04    	382        	327        	46.2       	6.6        	27.72      	3.96       	0          	0          	0          	0          	822138     	463092     	373305     	-56814.6   	314183     	154708     	114646     	455418     	28966.1    	55740.6    	3094.76    	1800       	85679.5    	167251     	114646     	0          	-1525      	0          	2          	
RentVar	0          	4          	64         	CROP-PIF3  	0          	1          	2          	27         	2          	1.00554    	3          	6          	145.513    	54.12      	21.12      	54.12      	316255     	108.24     	108.24     	0          	1898       	6960       	37414      	14259.4    	15705.2    	12388.2    	26137.3    	19110.9    	0          	17699.8    	1904.52    	382        	327        	47.52      	6.6        	29.04      	3.96       	0          	0          	0          	0          	822138     	463092     	373305     	-63641     	314183     	165484     	111269     	448592     	27953.1    	55740.6    	3135.06    	1800       	83315.8    	165499     	111269     	0          	-1525      	0          	2          	
RentVar	0          	4          	65         	CROP-FIF4  	0          	1          	1          	23         	2          	0.994184   	4          	6          	272.067    	102.96     	13.2       	102.96     	589930     	196        	196        	0          	3585.13    	12880      	67448.9    	27167.6    	25033.2    	33925.3    	45850.6    	36357.2    	0          	33221.5    	1960.08    	382        	327        	92.4       	10.56      	83.16      	6.6        	0          	0          	0          	0          	1.3945e+06 	805627     	616040     	-105768    	544922     	294228     	208531     	751960     	51704      	76832.4    	5728.01    	3600       	156827     	313340     	208531     	0          	-2752      	0          	2          	
RentVar	0          	4          	66         	CROP-FIF4  	0          	1          	1          	21         	2          	1.0459     	4          	6          	277.234    	106.92     	13.2       	106.92     	601218     	196        	196        	0          	3522.97    	12880      	67448.9    	26944.2    	25518.1    	35438      	47472      	37755.6    	0          	34480      	1812.03    	382        	327        	96.36      	10.56      	87.12      	6.6        	0          	0          	0          	0          	1.39919e+06	810094     	616040     	-125631    	548205     	318645     	198179     	733437     	48598.6    	181056     	5769.23    	3600       	149581     	306607     	198179     	0          	-2752      	0          	2          	
RentVar	0          	4          	67         	CROP-FIF4  	0          	1          	1          	13         	2          	0.950961   	4          	6          	279.902    	105.6      	13.2       	105.6      	606675     	201.6      	201.6      	0          	3782.49    	12416.5    	67579.8    	26653.6    	18443.5    	34933.8    	45134.1    	37289.5    	0          	34060.5    	2162.12    	382        	327        	95.04      	10.56      	85.8       	6.6        	0          	0          	0          	0          	1.40791e+06	818525     	616040     	-80589.1   	554310     	274762     	235086     	781008     	59670.5    	77346.4    	5167.83    	3600       	175415     	333597     	235086     	0          	-2108      	0          	2          	
RentVar	0          	4          	68         	CROP-FIF4  	0          	1          	1          	8          	2          	1.17048    	4          	6          	228.432    	101.64     	13.2       	101.64     	497318     	140        	140        	0          	2744.62    	11840      	55624.3    	24043.5    	12119.7    	33493.7    	38822      	35891.1    	0          	32802      	1412.13    	382        	327        	92.4       	9.24       	83.16      	5.28       	0          	0          	0          	0          	1.22361e+06	631615     	616040     	-117634    	425300     	278591     	148379     	687891     	33658.6    	79956.5    	4630.27    	3600       	114721     	232815     	148379     	0          	-2223      	0          	2          	
RentVar	0          	4          	69         	CROP-FIF4  	0          	1          	1          	27         	2          	0.845484   	3          	6          	264.675    	97.68      	13.2       	97.68      	573825     	195.36     	195.36     	0          	3832.95    	12248.2    	66386.1    	25739.8    	18746.8    	31908.4    	41315.1    	34492.8    	0          	31543.5    	2414.46    	382        	327        	87.12      	10.56      	77.88      	6.6        	0          	0          	0          	0          	1.40323e+06	812926     	616040     	-35347.3   	551030     	214378     	247626     	824571     	63432.6    	-25739.8   	5193.62    	3600       	184193     	339596     	247626     	0          	-2279      	0          	2          	
RentVar	0          	4          	70         	DAIRY-FIF6 	0          	1          	1          	21         	2          	1.0156     	2          	5          	91.59      	40.92      	14.52      	40.92      	248148     	56.6942    	56.6942    	0          	1440.21    	14901.5    	64764.4    	53701.1    	0          	25174.7    	7744.33    	14449.7    	0          	13504.7    	685.056    	1166.42    	558.328    	22.44      	18.48      	17.16      	9.24       	1701.38    	1136.65    	2.64       	2.64       	394536     	221267     	226970     	53654.1    	117296     	0          	40795.1    	347004     	2692.75    	-53701.1   	3060.92    	3600       	42467.1    	73223.7    	45159.8    	4364.72    	-1223.33   	0          	2          	
RentVar	0          	4          	71         	DAIRY-FIF6 	0          	1          	1          	27         	2          	1.03901    	3          	6          	118.825    	50.16      	14.52      	50.16      	319806     	72.2541    	72.2541    	0          	1783.45    	14901.5    	64764.4    	44067.1    	34.5176    	41781.9    	18102.8    	17712.5    	0          	16441.2    	1129.86    	1374.44    	464.941    	33         	17.16      	27.72      	7.92       	1705.91    	1154.64    	13.2       	1.32       	596849     	413946     	226970     	-6714.94   	258915     	60245.6    	56890      	344439     	6211.8     	-44067.1   	3602.93    	3600       	50678.2    	116809     	56890      	0          	-1223.33   	0          	2          	
RentVar	0          	4          	72         	DAIRY-FIF6 	0          	1          	1          	21         	2          	1.06911    	2          	5          	91.074     	39.6       	14.52      	39.6       	246015     	55.8916    	55.8916    	0          	1369.17    	13963      	60713.1    	42348.2    	0          	25635.2    	15678.2    	13983.6    	0          	13085.2    	621.059    	1212.42    	489.365    	23.76      	15.84      	18.48      	6.6        	1705.15    	1138.82    	3.96       	1.32       	551919     	367297     	226970     	-6450.25   	227464     	47045.9    	37249.5    	330709     	1299.51    	-42348.2   	3196.6     	3600       	39216.2    	78562.9    	40515.7    	3266.23    	-1371      	0          	2          	
RentVar	0          	4          	73         	DAIRY-FIF6 	0          	1          	1          	14         	2          	0.98078    	2          	5          	72.7453    	33         	14.52      	33         	197532     	45.2507    	45.2507    	0          	1105.57    	12043      	55297.5    	31542.1    	0          	11934.2    	20419.4    	11653      	0          	10987.7    	338.463    	822.892    	327        	17.16      	15.84      	11.88      	6.6        	0          	0          	0          	0          	670535     	475107     	226970     	-32978.4   	310496     	63176.9    	33230.9    	336524     	1467.13    	-31542.1   	2631.26    	3600       	39607.3    	65584.4    	41074.4    	7843.59    	-1171      	0          	2          	
RentVar	0          	4          	74         	DAIRY-FIF6 	0          	0          	1          	6          	2          	1.04079    	2          	5          	61.748     	29.04      	14.52      	29.04      	168442     	38.8662    	38.8662    	0          	902.435    	12981.5    	59348.8    	34301.3    	0          	7405.51    	23669.9    	10254.6    	0          	9729.14    	-390.853   	662.539    	327        	13.2       	15.84      	7.92       	6.6        	0          	0          	0          	0          	693620     	500951     	226970     	-89615.7   	326655     	102277     	10635.3    	287640     	-14734.7   	-34301.3   	2264.39    	3600       	36184      	41710.7    	21449.3    	10814      	-1023.33   	0          	2          	
RentVar	0          	4          	75         	DAIRY-FIF6 	0          	1          	1          	28         	2          	0.927175   	2          	5          	79.5607    	34.32      	14.52      	34.32      	214792     	48.7045    	48.7045    	0          	1331.84    	14901.5    	64764.4    	53184.3    	0          	21088.3    	8106.1     	12119.1    	0          	11407.2    	568.449    	1249.58    	327        	21.12      	13.2       	15.84      	3.96       	1718.05    	0          	1.32       	0          	405389     	231603     	226970     	52981.7    	124893     	0          	34574.4    	349433     	1417.24    	-53184.3   	2817.73    	3600       	39490.9    	62982.5    	40908.1    	6333.77    	-1223.33   	0          	2          	
RentVar	0          	4          	76         	DAIRY-FIF6 	0          	1          	1          	29         	2          	0.963031   	2          	5          	85.3173    	36.96      	14.52      	36.96      	230404     	52.298     	52.298     	0          	1388.85    	14901.5    	64764.4    	39729.8    	0          	24108.9    	21356.7    	13051.3    	0          	12246.2    	646.693    	1304.33    	327        	22.44      	14.52      	17.16      	5.28       	1703.99    	0          	2.64       	0          	687932     	500692     	226970     	-27729.6   	322673     	63874.1    	36862.8    	349448     	1822.99    	-39729.8   	2933.33    	3600       	40437.6    	82328.4    	42260.6    	5397.81    	-1223.33   	0          	2          	
RentVar	0          	4          	77         	DAIRY-FIF7 	0          	1          	1          	24         	2          	1.053      	3          	6          	174.559    	67.32      	17.16      	67.32      	422065     	123.624    	123.624    	0          	2413.14    	25253.5    	117917     	82077.1    	0          	47672.9    	25087.9    	23772      	0          	21894.8    	717.071    	1204.4     	327        	44.88      	22.44      	35.64      	14.52      	0          	0          	0          	0          	908570     	716797     	273850     	195430     	444304     	0          	62167.8    	684319     	6354.77    	-82077.1   	3758.5     	5400       	69103.8    	130161     	75458.6    	13290.7    	-1060.67   	0          	2          	
RentVar	0          	4          	78         	DAIRY-FIF7 	0          	1          	1          	24         	2          	1.08087    	3          	6          	186.072    	72.6       	17.16      	72.6       	453287     	130.811    	130.811    	0          	2525.92    	21865.5    	103292     	69558.6    	0          	54179.9    	23613.1    	25636.5    	0          	23572.9    	1048.37    	1239.76    	391.722    	47.52      	25.08      	38.28      	17.16      	1731.37    	1168.39    	2.64       	1.32       	878951     	674660     	273850     	214927     	423571     	0          	84467.9    	691175     	12760.9    	-69558.6   	3875.36    	5400       	84051.5    	156924     	96812.4    	12344.5    	-946.333   	0          	2          	
RentVar	0          	4          	79         	DAIRY-FIF7 	0          	1          	1          	29         	2          	1.15245    	4          	6          	255.152    	104.28     	17.16      	104.28     	640622     	173.934    	173.934    	0          	3437.93    	24825.5    	111641     	76271.3    	1524       	101363     	24758.5    	36823.4    	0          	33641      	1320.35    	1358.42    	843.815    	63.36      	40.92      	54.12      	33         	1761.62    	1189.58    	18.48      	18.48      	904965     	707386     	273850     	176707     	441780     	0          	109592     	662773     	16594.7    	-28271.3   	5529.55    	5400       	92996.9    	235404     	109592     	0          	-1213.33   	0          	2          	
RentVar	0          	4          	80         	DAIRY-FIF7 	0          	1          	1          	10         	2          	0.873793   	3          	6          	144.116    	58.08      	17.16      	58.08      	357072     	99.961     	99.961     	0          	2320.88    	25253.5    	117917     	69245.3    	0          	29557.4    	34070.1    	20509.2    	0          	18958.3    	754.168    	939.747    	327        	35.64      	22.44      	26.4       	14.52      	0          	0          	0          	0          	1.17804e+06	973432     	273850     	139489     	632931     	0          	73878.4    	705369     	10698.7    	-69245.3   	3416.49    	5400       	79239.6    	134331     	89938.2    	16059.8    	-1060.67   	0          	2          	
RentVar	0          	4          	81         	DAIRY-FIF7 	0          	1          	1          	9          	2          	0.935193   	3          	6          	167.492    	66         	17.16      	66         	409687     	117.486    	117.486    	0          	2541.99    	21865.5    	103292     	83199.8    	61.8924    	40445      	14064.2    	23305.9    	0          	21475.3    	1223.5     	1068.65    	327        	42.24      	23.76      	33         	15.84      	1718.4     	0          	3.96       	0          	592484     	401834     	273850     	324617     	223044     	0          	101713     	719017     	18603.3    	-13199.8   	3605.26    	5400       	97683.7    	145026     	116287     	14574      	-946.333   	0          	2          	
RentVar	0          	4          	82         	DAIRY-FIF7 	0          	1          	1          	13         	2          	0.930217   	3          	6          	132.945    	58.08      	17.16      	58.08      	359076     	81.7092    	81.7092    	0          	2223.17    	22353.5    	94646.6    	72052.4    	0          	28233.2    	15815.9    	20509.2    	0          	18958.3    	1035.59    	919.198    	327        	34.32      	23.76      	25.08      	15.84      	1707.29    	0          	1.32       	0          	653681     	451883     	273850     	324172     	265881     	0          	93563      	733587     	16338.1    	-72052.4   	3525.99    	5400       	92398.1    	124975     	108736     	15173.2    	-860.667   	0          	2          	
RentVar	0          	4          	83         	DAIRY-FIF7 	0          	1          	1          	25         	2          	1.07832    	3          	6          	142.368    	62.04      	17.16      	62.04      	384383     	87.4309    	87.4309    	0          	2134.2     	18965.5    	80021.2    	67856.8    	3.83381    	35537      	8515.1     	21907.6    	0          	20216.8    	1091.54    	1040.3     	390.433    	36.96      	25.08      	27.72      	17.16      	1714.51    	1151.63    	1.32       	1.32       	449282     	243289     	273850     	351449     	122802     	0          	92687.5    	698285     	15895.7    	-67856.8   	3600.33    	5400       	91365.9    	123078     	107262     	14574      	-746.333   	0          	2          	
RentVar	0          	4          	84         	DAIRY-FIF7 	0          	1          	1          	24         	2          	0.815583   	2          	6          	112.006    	47.52      	17.16      	47.52      	285909     	75.6092    	75.6092    	0          	1921.01    	25253.5    	117917     	72724      	0          	10871.5    	31635      	16780.3    	0          	15602.2    	172.915    	382        	327        	26.4       	21.12      	17.16      	13.2       	0          	0          	0          	0          	1.10498e+06	903859     	273850     	158651     	581794     	0          	53909.5    	703659     	5678.52    	-72724     	3016.93    	5400       	67525.9    	91336.9    	73204.4    	19294.9    	-1060.67   	0          	2          	
RentVar	0          	4          	85         	DAIRY-FIF8 	0          	1          	1          	14         	2          	1.10626    	4          	6          	245.987    	109.56     	30.36      	109.56     	665386     	152.115    	152.115    	0          	3605.21    	20669.6    	121929     	105110     	67.956     	56822.3    	11772.9    	38687.8    	0          	35319      	1443.37    	809.309    	605.185    	60.72      	48.84      	43.56      	35.64      	1709.48    	1161.56    	5.28       	11.88      	719368     	336368     	488110     	778799     	161880     	0          	190512     	1.36782e+06	43056.9    	-105110    	4505.78    	5400       	154742     	227668     	197799     	7287       	429        	0          	2          	
RentVar	0          	4          	86         	DAIRY-FIF8 	0          	1          	1          	24         	2          	0.807894   	3          	6          	171.151    	75.24      	30.36      	75.24      	462440     	105.399    	105.399    	0          	3099.65    	20669.6    	121929     	85282.2    	0          	16127.8    	25652.6    	26568.7    	0          	24411.9    	1652.62    	382        	327        	43.56      	31.68      	26.4       	18.48      	0          	0          	0          	0          	1.13576e+06	732932     	488110     	719497     	453355     	0          	188130     	1.42749e+06	45978.5    	-85282.2   	3002.99    	5400       	161559     	199379     	207538     	19407.8    	429        	0          	2          	
RentVar	0          	4          	87         	DAIRY-FIF8 	0          	1          	1          	26         	2          	1.01025    	3          	6          	210.415    	91.08      	30.36      	91.08      	567453     	128.948    	128.948    	0          	3325.32    	20403.6    	85418      	48806.8    	0          	33598      	25627.9    	32162.2    	0          	29446      	1846.22    	686.002    	327        	55.44      	35.64      	38.28      	22.44      	1691.35    	0          	1.32       	0          	1.17153e+06	732224     	488110     	695477     	478392     	0          	227827     	1.40325e+06	53405.7    	47993.2    	4848.19    	5400       	178889     	258509     	232295     	4467.81    	-631       	0          	2          	
RentVar	0          	4          	88         	DAIRY-FIF8 	0          	1          	1          	29         	2          	1.04549    	3          	6          	213.022    	93.72      	30.36      	93.72      	575501     	131.216    	131.216    	0          	3292.7     	20669.6    	121929     	90576.8    	0          	39037.4    	21946.4    	33094.4    	0          	30285      	1430.47    	706.347    	489.805    	54.12      	39.6       	36.96      	26.4       	0          	1141.03    	0          	5.28       	1.02457e+06	627039     	488110     	700169     	375524     	0          	179418     	1.37639e+06	41325.2    	-90576.8   	3842.72    	5400       	150702     	211855     	192027     	12608.8    	429        	0          	2          	
RentVar	0          	4          	89         	DAIRY-FIF8 	0          	1          	1          	7          	2          	0.903512   	3          	6          	206.749    	89.76      	30.36      	89.76      	557757     	126.82     	126.82     	0          	3517.36    	20403.6    	85418      	52627.5    	0          	30741.5    	22953.4    	31696.1    	0          	29026.4    	2083.36    	633.215    	327        	54.12      	35.64      	36.96      	22.44      	0          	0          	0          	0          	1.09129e+06	655811     	488110     	751307     	422228     	0          	250241     	1.43616e+06	60307.4    	44172.5    	4775.12    	5400       	194993     	272638     	255301     	5059.41    	-631       	0          	2          	
RentVar	0          	4          	90         	DAIRY-FIF8 	0          	1          	1          	12         	2          	1.01306    	3          	6          	208.84     	91.08      	30.36      	91.08      	563671     	128.285    	128.285    	0          	3301.42    	17219.6    	72643.4    	33439.5    	325.33     	33561.3    	27442.7    	32162.2    	0          	29446      	1951.36    	697.829    	327        	54.12      	36.96      	36.96      	23.76      	1734.27    	0          	1.32       	0          	1.23875e+06	784078     	488110     	692964     	525447     	0          	242409     	1.4163e+06 	56439.8    	515361     	5427.66    	5400       	185969     	275072     	242409     	0          	-1241      	0          	2          	
RentVar	0          	4          	91         	DAIRY-FIF8 	0          	1          	1          	16         	2          	1.11637    	4          	6          	289.433    	128.04     	30.36      	128.04     	782229     	178.595    	178.595    	0          	4255.47    	22589.6    	127344     	85684.8    	2070.91    	87972.4    	29161.7    	45213.5    	0          	41192.1    	1606.83    	979.014    	797.724    	72.6       	55.44      	55.44      	42.24      	1727.92    	1163.42    	18.48      	19.8       	1.23562e+06	833192     	488110     	630421     	523255     	0          	214041     	1.36849e+06	47929.5    	-37684.8   	5576.04    	5400       	166111     	309796     	214041     	0          	229        	0          	2          	
RentVar	0          	4          	92         	FOD-FIF9   	0          	1          	1          	28         	2          	1.08524    	2          	5          	55.4759    	33         	5.28       	33         	131020     	47.3406    	47.3406    	0          	767.026    	2097.5     	21061.4    	7559.82    	0          	9790.44    	9451.09    	16284.2    	0          	15155.8    	1005.94    	382        	327        	15.84      	17.16      	13.2       	14.52      	0          	0          	0          	0          	453291     	270031     	190820     	439974     	183730     	0          	66573.8    	711803     	14654.2    	-7559.82   	1754.84    	1800       	52285.2    	65924.9    	66939.4    	365.611    	-895       	0          	2          	
RentVar	0          	4          	93         	FOD-FIF9   	0          	1          	1          	23         	2          	1.0873     	2          	5          	55.4759    	33         	5.28       	33         	131020     	47.3406    	47.3406    	0          	765.997    	2097.5     	21061.4    	7559.82    	0          	9790.44    	9451.09    	16284.2    	0          	15155.8    	1004.74    	382        	327        	15.84      	17.16      	13.2       	14.52      	0          	0          	0          	0          	453291     	270031     	190820     	439083     	183730     	0          	66491      	710912     	14629.4    	-7559.82   	1754.84    	1800       	52227.2    	65887.8    	66856.6    	365.611    	-895       	0          	2          	
RentVar	0          	4          	94         	FOD-FIF9   	0          	1          	1          	13         	2          	1.00545    	2          	5          	54.5662    	31.68      	5.28       	31.68      	128269     	45.8528    	45.8528    	0          	784.892    	2097.5     	21061.4    	7559.82    	0          	9358.8     	9451.09    	15461.8    	0          	14415.6    	1116.59    	382        	327        	15.84      	15.84      	13.2       	13.2       	0          	0          	0          	0          	453291     	270031     	190820     	445828     	183730     	0          	69172.6    	717657     	15511.9    	-7559.82   	1722.7     	1800       	54286.5    	67737.9    	69798.5    	625.875    	-895       	0          	2          	
RentVar	0          	4          	95         	FOD-FIF9   	0          	1          	1          	17         	2          	0.81291    	2          	5          	50.4466    	30.36      	5.28       	30.36      	118608     	44.0556    	44.0556    	0          	821.065    	2097.5     	21061.4    	7559.82    	0          	8709.36    	9451.09    	14565.4    	0          	13608.8    	1314.05    	382        	327        	11.88      	18.48      	9.24       	15.84      	0          	0          	0          	0          	453291     	270031     	190820     	455526     	183730     	0          	74149.6    	727355     	17183.5    	-7559.82   	1649.25    	1800       	58186.7    	71376.5    	75370.2    	1220.59    	-895       	0          	2          	
RentVar	0          	4          	96         	FOD-FIF9   	0          	1          	1          	29         	2          	1.15207    	2          	5          	56.3936    	34.32      	5.28       	34.32      	133757     	48.6708    	48.6708    	0          	754.012    	2097.5     	21061.4    	7559.82    	0          	10222.1    	9451.09    	17068.8    	0          	15862      	919.665    	382        	327        	15.84      	18.48      	13.2       	15.84      	0          	0          	0          	0          	453291     	270031     	190820     	435519     	183730     	0          	64553.5    	707349     	13978.2    	-7559.82   	1783.65    	1800       	50707.7    	64616.7    	64685.8    	132.359    	-895       	0          	2          	
