id	row	col	soilType	ownedBy_id	ownedBy_name	rentBy_id	rentBy_name	rent	second_offer
0	0	0	Arable_Land	-1	NON	134	FOD-PIF10	409.2	409.2
1	1	0	Arable_Land	82	DAIRY-FIF7	-1	NON	-1	-1
2	2	0	Grazing_Land	82	DAIRY-FIF7	-1	NON	-1	-1
3	3	0	Arable_Land	82	DAIRY-FIF7	-1	NON	-1	-1
4	4	0	Grazing_Land	56	CROP-PIF2	-1	NON	-1	-1
5	5	0	Arable_Land	56	CROP-PIF2	-1	NON	-1	-1
6	6	0	Grazing_Land	-1	NON	56	CROP-PIF2	431.64	431.64
7	7	0	Arable_Land	56	CROP-PIF2	-1	NON	-1	-1
8	8	0	Grazing_Land	-1	NON	82	DAIRY-FIF7	431.64	431.64
9	9	0	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
11	11	0	Arable_Land	-1	NON	63	CROP-PIF3	504.24	504.24
12	12	0	Arable_Land	-1	NON	63	CROP-PIF3	504.24	504.24
13	13	0	Arable_Land	-1	NON	63	CROP-PIF3	504.24	504.24
16	16	0	Arable_Land	6	CROP-PIF1	-1	NON	-1	-1
17	17	0	Grazing_Land	-1	NON	63	CROP-PIF3	431.64	431.64
20	20	0	Grazing_Land	179	POUL-FIF15	-1	NON	-1	-1
21	21	0	Arable_Land	179	POUL-FIF15	-1	NON	-1	-1
22	22	0	Grazing_Land	-1	NON	179	POUL-FIF15	431.64	431.64
23	23	0	Arable_Land	-1	NON	179	POUL-FIF15	504.24	504.24
24	24	0	Grazing_Land	-1	NON	109	FOD-FIF9	431.64	431.64
25	25	0	Arable_Land	-1	NON	109	FOD-FIF9	504.24	504.24
26	26	0	Grazing_Land	-1	NON	109	FOD-FIF9	431.64	431.64
27	27	0	Grazing_Land	-1	NON	136	FOD-PIF10	393.36	393.36
28	28	0	Grazing_Land	-1	NON	154	PIG-PIF12	431.64	431.64
29	29	0	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
30	30	0	Arable_Land	-1	NON	5	CROP-PIF1	504.24	504.24
31	31	0	Arable_Land	-1	NON	5	CROP-PIF1	504.24	504.24
32	32	0	Grazing_Land	-1	NON	186	MIXED-FIF16	1643.52	1626.47
33	33	0	Grazing_Land	-1	NON	89	DAIRY-FIF8	431.64	431.64
34	34	0	Arable_Land	-1	NON	170	PIG-FIF13	504.24	504.24
35	35	0	Grazing_Land	-1	NON	85	DAIRY-FIF8	431.64	431.64
36	36	0	Grazing_Land	-1	NON	97	FOD-FIF9	431.64	431.64
37	37	0	Arable_Land	-1	NON	170	PIG-FIF13	504.24	504.24
38	38	0	Grazing_Land	-1	NON	89	DAIRY-FIF8	431.64	431.64
39	39	0	Arable_Land	-1	NON	170	PIG-FIF13	504.24	504.24
40	40	0	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
41	41	0	Grazing_Land	-1	NON	85	DAIRY-FIF8	431.64	431.64
42	42	0	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
43	43	0	Grazing_Land	-1	NON	185	MIXED-FIF16	1759.79	1751.11
45	45	0	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
46	46	0	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
47	47	0	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
48	48	0	Arable_Land	-1	NON	60	CROP-PIF2	504.24	504.24
49	49	0	Grazing_Land	185	MIXED-FIF16	-1	NON	-1	-1
50	50	0	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
51	51	0	Grazing_Land	185	MIXED-FIF16	-1	NON	-1	-1
52	52	0	Grazing_Land	185	MIXED-FIF16	-1	NON	-1	-1
53	53	0	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
54	54	0	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
55	55	0	Arable_Land	-1	NON	185	MIXED-FIF16	504.24	504.24
56	56	0	Arable_Land	-1	NON	185	MIXED-FIF16	504.24	504.24
58	58	0	Grazing_Land	-1	NON	128	FOD-PIF10	393.36	393.36
59	59	0	Arable_Land	-1	NON	128	FOD-PIF10	409.2	409.2
60	60	0	Arable_Land	128	FOD-PIF10	-1	NON	-1	-1
61	61	0	Arable_Land	-1	NON	78	DAIRY-FIF7	2645.05	2600.47
62	62	0	Grazing_Land	-1	NON	185	MIXED-FIF16	1757.95	1748.02
63	63	0	Arable_Land	-1	NON	137	FOD-PIF10	409.2	409.2
64	64	0	Arable_Land	137	FOD-PIF10	-1	NON	-1	-1
65	65	0	Arable_Land	-1	NON	137	FOD-PIF10	409.2	409.2
66	66	0	Grazing_Land	-1	NON	185	MIXED-FIF16	1750.53	1742.97
72	72	0	Grazing_Land	-1	NON	134	FOD-PIF10	393.36	393.36
73	0	1	Arable_Land	134	FOD-PIF10	-1	NON	-1	-1
74	1	1	Arable_Land	82	DAIRY-FIF7	-1	NON	-1	-1
75	2	1	Grazing_Land	82	DAIRY-FIF7	-1	NON	-1	-1
76	3	1	Arable_Land	82	DAIRY-FIF7	-1	NON	-1	-1
78	5	1	Grazing_Land	-1	NON	56	CROP-PIF2	431.64	431.64
79	6	1	Arable_Land	56	CROP-PIF2	-1	NON	-1	-1
80	7	1	Arable_Land	56	CROP-PIF2	-1	NON	-1	-1
81	8	1	Arable_Land	-1	NON	56	CROP-PIF2	504.24	504.24
82	9	1	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
83	10	1	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
86	13	1	Arable_Land	-1	NON	63	CROP-PIF3	504.24	504.24
88	15	1	Arable_Land	-1	NON	47	CROP-PIF2	504.24	504.24
89	16	1	Arable_Land	-1	NON	6	CROP-PIF1	504.24	504.24
90	17	1	Arable_Land	47	CROP-PIF2	-1	NON	-1	-1
91	18	1	Grazing_Land	-1	NON	47	CROP-PIF2	431.64	431.64
93	20	1	Grazing_Land	-1	NON	85	DAIRY-FIF8	431.64	431.64
94	21	1	Arable_Land	179	POUL-FIF15	-1	NON	-1	-1
95	22	1	Arable_Land	179	POUL-FIF15	-1	NON	-1	-1
96	23	1	Grazing_Land	-1	NON	89	DAIRY-FIF8	431.64	431.64
98	25	1	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
99	26	1	Grazing_Land	-1	NON	181	MIXED-FIF16	431.64	431.64
100	27	1	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
101	28	1	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
102	29	1	Grazing_Land	-1	NON	186	MIXED-FIF16	1648.61	1586.76
103	30	1	Grazing_Land	-1	NON	186	MIXED-FIF16	1647.38	1588.64
104	31	1	Arable_Land	-1	NON	78	DAIRY-FIF7	2329.62	2300.29
105	32	1	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
106	33	1	Arable_Land	-1	NON	170	PIG-FIF13	504.24	504.24
107	34	1	Arable_Land	-1	NON	170	PIG-FIF13	504.24	504.24
108	35	1	Grazing_Land	-1	NON	85	DAIRY-FIF8	431.64	431.64
109	36	1	Arable_Land	-1	NON	170	PIG-FIF13	504.24	504.24
110	37	1	Grazing_Land	-1	NON	85	DAIRY-FIF8	431.64	431.64
111	38	1	Grazing_Land	-1	NON	89	DAIRY-FIF8	431.64	431.64
112	39	1	Grazing_Land	-1	NON	85	DAIRY-FIF8	431.64	431.64
114	41	1	Grazing_Land	-1	NON	85	DAIRY-FIF8	431.64	431.64
115	42	1	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
117	44	1	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
118	45	1	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
119	46	1	Grazing_Land	-1	NON	111	FOD-FIF9	431.64	431.64
120	47	1	Grazing_Land	-1	NON	111	FOD-FIF9	431.64	431.64
121	48	1	Grazing_Land	-1	NON	185	MIXED-FIF16	431.64	431.64
122	49	1	Arable_Land	-1	NON	60	CROP-PIF2	504.24	504.24
123	50	1	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
124	51	1	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
125	52	1	Grazing_Land	185	MIXED-FIF16	-1	NON	-1	-1
126	53	1	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
127	54	1	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
128	55	1	Arable_Land	-1	NON	185	MIXED-FIF16	504.24	504.24
129	56	1	Grazing_Land	-1	NON	118	FOD-PIF10	393.36	393.36
130	57	1	Arable_Land	-1	NON	185	MIXED-FIF16	504.24	504.24
131	58	1	Grazing_Land	-1	NON	128	FOD-PIF10	393.36	393.36
132	59	1	Arable_Land	128	FOD-PIF10	-1	NON	-1	-1
133	60	1	Grazing_Land	128	FOD-PIF10	-1	NON	-1	-1
134	61	1	Grazing_Land	128	FOD-PIF10	-1	NON	-1	-1
138	65	1	Arable_Land	-1	NON	198	MIXED-FIF18	504.24	504.24
144	71	1	Grazing_Land	-1	NON	134	FOD-PIF10	393.36	393.36
146	0	2	Grazing_Land	134	FOD-PIF10	-1	NON	-1	-1
147	1	2	Grazing_Land	134	FOD-PIF10	-1	NON	-1	-1
148	2	2	Grazing_Land	82	DAIRY-FIF7	-1	NON	-1	-1
149	3	2	Grazing_Land	82	DAIRY-FIF7	-1	NON	-1	-1
150	4	2	Grazing_Land	82	DAIRY-FIF7	-1	NON	-1	-1
153	7	2	Arable_Land	-1	NON	56	CROP-PIF2	504.24	504.24
154	8	2	Grazing_Land	-1	NON	82	DAIRY-FIF7	431.64	431.64
155	9	2	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
156	10	2	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
157	11	2	Arable_Land	-1	NON	143	FOD-PIF10	2312.05	2302.49
158	12	2	Arable_Land	-1	NON	88	DAIRY-FIF8	2512.5	2493.93
159	13	2	Arable_Land	-1	NON	63	CROP-PIF3	504.24	504.24
161	15	2	Arable_Land	47	CROP-PIF2	-1	NON	-1	-1
162	16	2	Grazing_Land	47	CROP-PIF2	-1	NON	-1	-1
163	17	2	Arable_Land	47	CROP-PIF2	-1	NON	-1	-1
164	18	2	Arable_Land	47	CROP-PIF2	-1	NON	-1	-1
165	19	2	Arable_Land	47	CROP-PIF2	-1	NON	-1	-1
166	20	2	Arable_Land	-1	NON	179	POUL-FIF15	504.24	504.24
167	21	2	Grazing_Land	-1	NON	85	DAIRY-FIF8	431.64	431.64
168	22	2	Arable_Land	-1	NON	123	FOD-PIF10	2327.04	2312.37
169	23	2	Grazing_Land	-1	NON	181	MIXED-FIF16	431.64	431.64
170	24	2	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
171	25	2	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
172	26	2	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
173	27	2	Arable_Land	181	MIXED-FIF16	-1	NON	-1	-1
175	29	2	Arable_Land	-1	NON	78	DAIRY-FIF7	2325.87	2295.68
176	30	2	Grazing_Land	-1	NON	185	MIXED-FIF16	1551.56	1544.63
177	31	2	Grazing_Land	-1	NON	204	MIXED-FIF19	1632.32	1590.57
178	32	2	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
179	33	2	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
180	34	2	Arable_Land	-1	NON	170	PIG-FIF13	504.24	504.24
181	35	2	Arable_Land	-1	NON	170	PIG-FIF13	504.24	504.24
182	36	2	Arable_Land	-1	NON	81	DAIRY-FIF7	2278.03	2276.12
183	37	2	Grazing_Land	-1	NON	101	FOD-FIF9	431.64	431.64
184	38	2	Grazing_Land	-1	NON	101	FOD-FIF9	431.64	431.64
185	39	2	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
186	40	2	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
187	41	2	Arable_Land	-1	NON	89	DAIRY-FIF8	504.24	504.24
189	43	2	Grazing_Land	-1	NON	111	FOD-FIF9	431.64	431.64
190	44	2	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
191	45	2	Grazing_Land	-1	NON	111	FOD-FIF9	431.64	431.64
192	46	2	Grazing_Land	111	FOD-FIF9	-1	NON	-1	-1
193	47	2	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
194	48	2	Grazing_Land	-1	NON	111	FOD-FIF9	431.64	431.64
195	49	2	Grazing_Land	185	MIXED-FIF16	-1	NON	-1	-1
196	50	2	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
197	51	2	Arable_Land	-1	NON	36	CROP-PIF1	504.24	504.24
198	52	2	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
199	53	2	Arable_Land	118	FOD-PIF10	-1	NON	-1	-1
201	55	2	Arable_Land	185	MIXED-FIF16	-1	NON	-1	-1
202	56	2	Arable_Land	-1	NON	185	MIXED-FIF16	504.24	504.24
203	57	2	Grazing_Land	-1	NON	118	FOD-PIF10	393.36	393.36
205	59	2	Grazing_Land	128	FOD-PIF10	-1	NON	-1	-1
207	61	2	Grazing_Land	-1	NON	128	FOD-PIF10	393.36	393.36
208	62	2	Grazing_Land	-1	NON	204	MIXED-FIF19	1718.92	1711.43
209	63	2	Grazing_Land	-1	NON	137	FOD-PIF10	393.36	393.36
211	65	2	Grazing_Land	-1	NON	87	DAIRY-FIF8	431.64	431.64
214	68	2	Grazing_Land	-1	NON	106	FOD-FIF9	431.64	431.64
218	72	2	Arable_Land	134	FOD-PIF10	-1	NON	-1	-1
219	0	3	Arable_Land	-1	NON	134	FOD-PIF10	409.2	409.2
220	1	3	Grazing_Land	134	FOD-PIF10	-1	NON	-1	-1
221	2	3	Arable_Land	82	DAIRY-FIF7	-1	NON	-1	-1
222	3	3	Arable_Land	82	DAIRY-FIF7	-1	NON	-1	-1
224	5	3	Grazing_Land	-1	NON	82	DAIRY-FIF7	431.64	431.64
225	6	3	Arable_Land	-1	NON	79	DAIRY-FIF7	2393.22	2389.12
226	7	3	Grazing_Land	-1	NON	82	DAIRY-FIF7	431.64	431.64
227	8	3	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
228	9	3	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
229	10	3	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
230	11	3	Arable_Land	-1	NON	63	CROP-PIF3	504.24	504.24
233	14	3	Arable_Land	-1	NON	47	CROP-PIF2	504.24	504.24
236	17	3	Grazing_Land	-1	NON	47	CROP-PIF2	431.64	431.64
240	21	3	Arable_Land	-1	NON	63	CROP-PIF3	504.24	504.24
241	22	3	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
242	23	3	Grazing_Land	-1	NON	202	MIXED-FIF19	1735.4	1725.1
243	24	3	Grazing_Land	-1	NON	181	MIXED-FIF16	431.64	431.64
244	25	3	Grazing_Land	181	MIXED-FIF16	-1	NON	-1	-1
245	26	3	Grazing_Land	-1	NON	136	FOD-PIF10	393.36	393.36
246	27	3	Arable_Land	181	MIXED-FIF16	-1	NON	-1	-1
247	28	3	Grazing_Land	-1	NON	136	FOD-PIF10	393.36	393.36
248	29	3	Arable_Land	-1	NON	78	DAIRY-FIF7	2326.2	2294.67
249	30	3	Grazing_Land	-1	NON	204	MIXED-FIF19	1631.7	1588.64
250	31	3	Grazing_Land	-1	NON	186	MIXED-FIF16	1648.72	1632.38
251	32	3	Arable_Land	-1	NON	89	DAIRY-FIF8	2313.14	2299.97
252	33	3	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
254	35	3	Arable_Land	-1	NON	90	DAIRY-FIF8	2331.19	2328.61
255	36	3	Grazing_Land	-1	NON	204	MIXED-FIF19	1643.14	1641.78
256	37	3	Grazing_Land	-1	NON	204	MIXED-FIF19	1644.93	1601.8
257	38	3	Arable_Land	-1	NON	201	MIXED-FIF19	2313.3	2310.68
258	39	3	Arable_Land	-1	NON	76	DAIRY-FIF6	3030.26	2948.87
263	44	3	Grazing_Land	-1	NON	111	FOD-FIF9	431.64	431.64
264	45	3	Arable_Land	111	FOD-FIF9	-1	NON	-1	-1
265	46	3	Arable_Land	111	FOD-FIF9	-1	NON	-1	-1
266	47	3	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
267	48	3	Grazing_Land	-1	NON	60	CROP-PIF2	431.64	431.64
268	49	3	Arable_Land	60	CROP-PIF2	-1	NON	-1	-1
269	50	3	Arable_Land	60	CROP-PIF2	-1	NON	-1	-1
270	51	3	Grazing_Land	185	MIXED-FIF16	-1	NON	-1	-1
271	52	3	Arable_Land	36	CROP-PIF1	-1	NON	-1	-1
272	53	3	Grazing_Land	118	FOD-PIF10	-1	NON	-1	-1
273	54	3	Grazing_Land	118	FOD-PIF10	-1	NON	-1	-1
275	56	3	Arable_Land	-1	NON	25	CROP-PIF1	504.24	504.24
277	58	3	Arable_Land	-1	NON	78	DAIRY-FIF7	504.24	504.24
279	60	3	Grazing_Land	-1	NON	128	FOD-PIF10	393.36	393.36
280	61	3	Grazing_Land	-1	NON	78	DAIRY-FIF7	431.64	431.64
281	62	3	Grazing_Land	-1	NON	78	DAIRY-FIF7	431.64	431.64
288	69	3	Grazing_Land	-1	NON	106	FOD-FIF9	431.64	431.64
291	72	3	Grazing_Land	-1	NON	134	FOD-PIF10	393.36	393.36
292	0	4	Grazing_Land	-1	NON	134	FOD-PIF10	393.36	393.36
293	1	4	Arable_Land	-1	NON	82	DAIRY-FIF7	504.24	504.24
294	2	4	Arable_Land	-1	NON	82	DAIRY-FIF7	504.24	504.24
295	3	4	Grazing_Land	-1	NON	82	DAIRY-FIF7	431.64	431.64
296	4	4	Arable_Land	-1	NON	82	DAIRY-FIF7	504.24	504.24
297	5	4	Arable_Land	-1	NON	79	DAIRY-FIF7	2396.55	2391.54
298	6	4	Arable_Land	-1	NON	79	DAIRY-FIF7	2489.91	2340.85
300	8	4	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
302	10	4	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
304	12	4	Arable_Land	-1	NON	69	CROP-FIF4	504.24	504.24
307	15	4	Arable_Land	-1	NON	47	CROP-PIF2	504.24	504.24
308	16	4	Arable_Land	-1	NON	47	CROP-PIF2	504.24	504.24
309	17	4	Arable_Land	47	CROP-PIF2	-1	NON	-1	-1
310	18	4	Arable_Land	-1	NON	47	CROP-PIF2	504.24	504.24
311	19	4	Arable_Land	-1	NON	47	CROP-PIF2	504.24	504.24
314	22	4	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
315	23	4	Grazing_Land	-1	NON	181	MIXED-FIF16	431.64	431.64
316	24	4	Grazing_Land	-1	NON	181	MIXED-FIF16	431.64	431.64
317	25	4	Arable_Land	181	MIXED-FIF16	-1	NON	-1	-1
318	26	4	Arable_Land	181	MIXED-FIF16	-1	NON	-1	-1
319	27	4	Grazing_Land	181	MIXED-FIF16	-1	NON	-1	-1
320	28	4	Grazing_Land	181	MIXED-FIF16	-1	NON	-1	-1
321	29	4	Grazing_Land	136	FOD-PIF10	-1	NON	-1	-1
322	30	4	Grazing_Land	136	FOD-PIF10	-1	NON	-1	-1
323	31	4	Grazing_Land	136	FOD-PIF10	-1	NON	-1	-1
324	32	4	Arable_Land	-1	NON	136	FOD-PIF10	409.2	409.2
325	33	4	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
326	34	4	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
327	35	4	Arable_Land	-1	NON	146	FOD-PIF10	2289.39	2274.8
328	36	4	Arable_Land	-1	NON	78	DAIRY-FIF7	2331.06	2305.56
329	37	4	Arable_Land	-1	NON	77	DAIRY-FIF7	2307.19	2247.74
330	38	4	Grazing_Land	-1	NON	204	MIXED-FIF19	1648.28	1639.94
331	39	4	Grazing_Land	-1	NON	185	MIXED-FIF16	1693.91	1649
333	41	4	Arable_Land	-1	NON	200	MIXED-FIF19	504.24	504.24
334	42	4	Arable_Land	-1	NON	200	MIXED-FIF19	504.24	504.24
335	43	4	Arable_Land	-1	NON	90	DAIRY-FIF8	2523.25	2359.68
336	44	4	Grazing_Land	-1	NON	111	FOD-FIF9	431.64	431.64
337	45	4	Grazing_Land	-1	NON	111	FOD-FIF9	431.64	431.64
338	46	4	Grazing_Land	111	FOD-FIF9	-1	NON	-1	-1
339	47	4	Grazing_Land	200	MIXED-FIF19	-1	NON	-1	-1
340	48	4	Grazing_Land	60	CROP-PIF2	-1	NON	-1	-1
341	49	4	Arable_Land	60	CROP-PIF2	-1	NON	-1	-1
342	50	4	Grazing_Land	-1	NON	60	CROP-PIF2	431.64	431.64
343	51	4	Arable_Land	-1	NON	36	CROP-PIF1	504.24	504.24
344	52	4	Grazing_Land	118	FOD-PIF10	-1	NON	-1	-1
345	53	4	Arable_Land	118	FOD-PIF10	-1	NON	-1	-1
346	54	4	Arable_Land	-1	NON	118	FOD-PIF10	409.2	409.2
347	55	4	Grazing_Land	-1	NON	118	FOD-PIF10	393.36	393.36
348	56	4	Arable_Land	-1	NON	25	CROP-PIF1	504.24	504.24
349	57	4	Arable_Land	25	CROP-PIF1	-1	NON	-1	-1
350	58	4	Grazing_Land	-1	NON	78	DAIRY-FIF7	431.64	431.64
351	59	4	Grazing_Land	-1	NON	78	DAIRY-FIF7	431.64	431.64
353	61	4	Grazing_Land	-1	NON	78	DAIRY-FIF7	431.64	431.64
355	63	4	Grazing_Land	-1	NON	87	DAIRY-FIF8	431.64	431.64
356	64	4	Grazing_Land	-1	NON	87	DAIRY-FIF8	431.64	431.64
359	67	4	Arable_Land	-1	NON	106	FOD-FIF9	504.24	504.24
360	68	4	Grazing_Land	-1	NON	106	FOD-FIF9	431.64	431.64
361	69	4	Grazing_Land	-1	NON	106	FOD-FIF9	431.64	431.64
362	70	4	Arable_Land	-1	NON	106	FOD-FIF9	504.24	504.24
363	71	4	Arable_Land	-1	NON	106	FOD-FIF9	504.24	504.24
364	72	4	Grazing_Land	-1	NON	106	FOD-FIF9	431.64	431.64
365	0	5	Arable_Land	-1	NON	82	DAIRY-FIF7	504.24	504.24
366	1	5	Arable_Land	-1	NON	82	DAIRY-FIF7	504.24	504.24
367	2	5	Arable_Land	-1	NON	82	DAIRY-FIF7	2467.72	2427.56
368	3	5	Grazing_Land	-1	NON	82	DAIRY-FIF7	431.64	431.64
369	4	5	Arable_Land	-1	NON	82	DAIRY-FIF7	504.24	504.24
370	5	5	Arable_Land	-1	NON	82	DAIRY-FIF7	504.24	504.24
371	6	5	Arable_Land	-1	NON	82	DAIRY-FIF7	504.24	504.24
372	7	5	Arable_Land	-1	NON	82	DAIRY-FIF7	2466.39	2420.85
381	16	5	Arable_Land	-1	NON	47	CROP-PIF2	504.24	504.24
387	22	5	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
388	23	5	Grazing_Land	-1	NON	181	MIXED-FIF16	431.64	431.64
389	24	5	Grazing_Land	181	MIXED-FIF16	-1	NON	-1	-1
390	25	5	Grazing_Land	181	MIXED-FIF16	-1	NON	-1	-1
391	26	5	Arable_Land	181	MIXED-FIF16	-1	NON	-1	-1
392	27	5	Arable_Land	181	MIXED-FIF16	-1	NON	-1	-1
393	28	5	Arable_Land	181	MIXED-FIF16	-1	NON	-1	-1
394	29	5	Grazing_Land	181	MIXED-FIF16	-1	NON	-1	-1
395	30	5	Arable_Land	136	FOD-PIF10	-1	NON	-1	-1
396	31	5	Arable_Land	136	FOD-PIF10	-1	NON	-1	-1
397	32	5	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
398	33	5	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
399	34	5	Grazing_Land	-1	NON	101	FOD-FIF9	431.64	431.64
400	35	5	Grazing_Land	101	FOD-FIF9	-1	NON	-1	-1
401	36	5	Arable_Land	101	FOD-FIF9	-1	NON	-1	-1
402	37	5	Arable_Land	-1	NON	78	DAIRY-FIF7	2279.29	2245.76
403	38	5	Arable_Land	-1	NON	78	DAIRY-FIF7	2304.93	2245.68
404	39	5	Grazing_Land	-1	NON	101	FOD-FIF9	431.64	431.64
406	41	5	Arable_Land	-1	NON	88	DAIRY-FIF8	2524.41	2433.74
407	42	5	Arable_Land	-1	NON	200	MIXED-FIF19	504.24	504.24
408	43	5	Arable_Land	200	MIXED-FIF19	-1	NON	-1	-1
409	44	5	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
410	45	5	Grazing_Land	200	MIXED-FIF19	-1	NON	-1	-1
411	46	5	Arable_Land	-1	NON	111	FOD-FIF9	504.24	504.24
412	47	5	Arable_Land	200	MIXED-FIF19	-1	NON	-1	-1
413	48	5	Grazing_Land	200	MIXED-FIF19	-1	NON	-1	-1
414	49	5	Arable_Land	60	CROP-PIF2	-1	NON	-1	-1
415	50	5	Arable_Land	60	CROP-PIF2	-1	NON	-1	-1
417	52	5	Arable_Land	-1	NON	60	CROP-PIF2	504.24	504.24
418	53	5	Arable_Land	-1	NON	118	FOD-PIF10	409.2	409.2
419	54	5	Arable_Land	-1	NON	185	MIXED-FIF16	504.24	504.24
420	55	5	Arable_Land	-1	NON	78	DAIRY-FIF7	504.24	504.24
421	56	5	Arable_Land	78	DAIRY-FIF7	-1	NON	-1	-1
422	57	5	Grazing_Land	78	DAIRY-FIF7	-1	NON	-1	-1
423	58	5	Arable_Land	-1	NON	78	DAIRY-FIF7	504.24	504.24
424	59	5	Arable_Land	-1	NON	78	DAIRY-FIF7	504.24	504.24
425	60	5	Arable_Land	-1	NON	78	DAIRY-FIF7	504.24	504.24
428	63	5	Grazing_Land	-1	NON	78	DAIRY-FIF7	431.64	431.64
429	64	5	Grazing_Land	-1	NON	87	DAIRY-FIF8	431.64	431.64
432	67	5	Arable_Land	-1	NON	106	FOD-FIF9	504.24	504.24
434	69	5	Arable_Land	106	FOD-FIF9	-1	NON	-1	-1
435	70	5	Grazing_Land	-1	NON	106	FOD-FIF9	431.64	431.64
436	71	5	Arable_Land	-1	NON	106	FOD-FIF9	504.24	504.24
437	72	5	Grazing_Land	-1	NON	106	FOD-FIF9	431.64	431.64
440	2	6	Grazing_Land	-1	NON	82	DAIRY-FIF7	431.64	431.64
441	3	6	Grazing_Land	-1	NON	82	DAIRY-FIF7	431.64	431.64
444	6	6	Grazing_Land	-1	NON	186	MIXED-FIF16	1673.04	1611.92
445	7	6	Arable_Land	-1	NON	143	FOD-PIF10	2320.97	2314.6
461	23	6	Grazing_Land	-1	NON	181	MIXED-FIF16	431.64	431.64
462	24	6	Grazing_Land	-1	NON	181	MIXED-FIF16	431.64	431.64
465	27	6	Grazing_Land	181	MIXED-FIF16	-1	NON	-1	-1
466	28	6	Arable_Land	181	MIXED-FIF16	-1	NON	-1	-1
467	29	6	Grazing_Land	-1	NON	136	FOD-PIF10	393.36	393.36
468	30	6	Arable_Land	-1	NON	136	FOD-PIF10	409.2	409.2
469	31	6	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
470	32	6	Arable_Land	-1	NON	151	FOD-PIF10	409.2	409.2
471	33	6	Arable_Land	-1	NON	181	MIXED-FIF16	504.24	504.24
472	34	6	Arable_Land	-1	NON	101	FOD-FIF9	504.24	504.24
473	35	6	Arable_Land	-1	NON	101	FOD-FIF9	504.24	504.24
474	36	6	Arable_Land	101	FOD-FIF9	-1	NON	-1	-1
475	37	6	Arable_Land	-1	NON	101	FOD-FIF9	504.24	504.24
476	38	6	Arable_Land	-1	NON	101	FOD-FIF9	504.24	504.24
478	40	6	Grazing_Land	-1	NON	101	FOD-FIF9	431.64	431.64
479	41	6	Arable_Land	-1	NON	200	MIXED-FIF19	504.24	504.24
